R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO.TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO.TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women.s.Flyweight_rank,R_Women.s.Featherweight_rank,R_Women.s.Strawweight_rank,R_Women.s.Bantamweight_rank,R_Heavyweight_rank,R_Light.Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound.for.Pound_rank,B_Women.s.Flyweight_rank,B_Women.s.Featherweight_rank,B_Women.s.Strawweight_rank,B_Women.s.Bantamweight_rank,B_Heavyweight_rank,B_Light.Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound.for.Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,latitude,longitude
Arman Tsarukyan,Christos Giagos,-850.0,575,11.7647058823529,575.0,2021-09-18,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,2,0,2.88,0.41,0.5,3.31,0.41,2,4,21,0,0,0,3,0,2,0,5,Orthodox,177.8,180.34,155,0,3,0,3.59,0.46,0.0,3.38,0.34,3,1,12,0,0,0,3,0,0,0,3,Orthodox,170.18,182.88,155,24,31,0,-1,-1,2,3,9,0,0,2,7.62,-2.53999999999999,7,-0.71,0.5,-0.0699999999999998,1,1,unRanked,14,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,14,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,Red,KO/TKO,Punches,1.0,2:09,129.0,-135.0,900.0,350.0,2800.0,330.0,2200.0,36.1672559,-115.148516
Nate Maness,Tony Gravely,170.0,-200,170.0,50.0,2021-09-18,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,2,0,4.14,0.54,0.6,5.57,0.48,2,1,11,0,0,1,0,2,0,0,3,Orthodox,165.1,175.26,135,0,2,0,2.87,0.46,0.5,1.52,0.75,2,0,5,0,0,0,1,0,1,0,2,Orthodox,177.8,182.88,135,30,29,0,0,0,1,1,6,0,2,-1,-12.7,-7.62,-1,1.27,0.0999999999999999,4.05,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Punches,2.0,2:10,430.0,330.0,140.0,800.0,700.0,1000.0,330.0,36.1672559,-115.148516
Joaquin Buckley,Antonio Arroyo,-180.0,155,55.5555555555556,155.0,2021-09-18,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,2,0,0,2.82,0.66,0.2,1.14,0.41,2,2,11,0,0,0,1,0,1,0,2,Orthodox,190.5,185.42,185,1,0,0,4.16,0.37,0.0,0.8,0.16,2,2,8,0,0,0,0,2,0,0,2,Southpaw,177.8,193.04,185,27,32,1,0,0,0,0,3,0,-2,1,12.7,-7.61999999999998,5,-1.34,0.2,0.34,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Punches,3.0,2:26,746.0,380.0,600.0,1800.0,500.0,110.0,450.0,36.1672559,-115.148516
Mike Rodriguez,Tafon Nchukwi,105.0,-125,105.0,80.0,2021-09-18,"Las Vegas, Nevada, USA",USA,Blue,False,Light Heavyweight,MALE,3,1,0,0,6.56,0.53,0.0,1.15,0.57,2,1,8,0,0,0,1,1,0,0,2,Orthodox,182.88,195.58,205,2,0,0,4.35,0.53,0.0,0.0,0.0,1,4,15,0,0,0,0,3,0,0,3,Southpaw,193.04,208.28,205,32,26,-1,0,1,-1,-3,-7,0,-2,0,-10.16,-12.7,-6,2.21,0.0,1.15,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,275.0,400.0,1600.0,1600.0,300.0,165.0,36.1672559,-115.148516
Pannie Kianzad,Raquel Pennington,115.0,-135,115.0,74.0740740740741,2021-09-18,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,0,1,0,3.59,0.49,0.7,1.11,0.28,4,5,38,1,0,2,4,0,2,0,8,Orthodox,170.18,170.18,135,0,4,0,5.34,0.49,0.1,0.31,0.22,4,2,17,0,0,0,4,0,0,0,4,Orthodox,170.18,167.64,135,29,33,0,-3,0,4,3,21,1,0,2,0.0,2.53999999999999,4,-1.75,0.6,0.8,1,1,unRanked,12,unRanked,unRanked,unRanked,12,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,Red,U-DEC,,3.0,5:00,900.0,175.0,110.0,1600.0,850.0,800.0,1200.0,36.1672559,-115.148516
Rong Zhu,Brandon Jenkins,,195,,195.0,2021-09-18,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,0,0,2.81,0.39,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,180.34,155,1,0,0,4.33,0.53,0.0,4.56,0.75,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,21,29,-1,0,0,0,-1,-3,0,0,0,7.62,0.0,8,-1.52,0.0,-4.56,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Punches,3.0,4:35,875.0,,500.0,,1600.0,,450.0,36.1672559,-115.148516
Montel Jackson,JP Buys,-630.0,450,15.8730158730159,450.0,2021-09-18,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,1,0,0,1.76,0.43,2.5,1.7,0.3,1,2,5,0,0,0,0,0,1,0,1,Orthodox,165.1,170.18,135,0,1,0,3.42,0.55,0.3,4.13,0.78,3,2,17,0,0,0,2,2,1,0,5,Southpaw,177.8,190.5,135,29,25,1,-1,-2,-4,0,-12,0,-2,0,-12.7,-20.32,-4,-1.66,2.2,-2.43,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,215.0,800.0,400.0,1600.0,100.0,1800.0,36.1672559,-115.148516
Erin Blanchfield,Sarah Alpar,-435.0,330,22.9885057471264,330.0,2021-09-18,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,FEMALE,3,1,0,0,2.36,0.44,0.4,1.61,0.26,1,1,5,0,0,0,0,0,1,0,1,Southpaw,162.56,160.02,135,0,0,0,8.0,0.57,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,167.64,135,22,30,1,0,1,1,1,5,0,0,1,0.0,-7.62,8,-5.64,0.4,-1.39,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,100.0,500.0,450.0,1400.0,330.0,1600.0,36.1672559,-115.148516
Impa Kasanganay,Carlston Harris,-105.0,-115,95.2380952380952,86.9565217391304,2021-09-18,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,1,0,5.27,0.49,2.7,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,182.88,193.04,170,0,1,0,4.96,0.48,0.2,1.75,0.58,3,1,13,0,0,0,3,0,1,0,4,Orthodox,180.34,190.5,170,27,34,0,0,-2,-3,-1,-12,0,0,0,2.53999999999999,2.53999999999999,7,0.31,2.5,-1.75,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Punches,1.0,2:38,158.0,175.0,400.0,1100.0,250.0,450.0,600.0,36.1672559,-115.148516
Emily Whitmire,Hannah Goldy,-125.0,105,80.0,105.0,2021-09-18,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,FEMALE,3,2,0,0,6.05,0.47,0.3,0.61,0.33,1,2,9,0,0,0,1,0,0,0,1,Orthodox,162.56,154.94,125,2,0,0,2.5,0.31,0.5,1.9,0.66,2,3,8,0,0,0,1,0,1,0,2,Orthodox,165.1,160.02,125,30,29,0,0,-1,-1,-1,1,0,0,-1,-2.53999999999999,-5.08000000000001,-1,3.55,-0.2,-1.29,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,SUB,Armbar,1.0,4:17,257.0,120.0,180.0,800.0,1100.0,1400.0,700.0,36.1672559,-115.148516
Derek Brunson,Darren Till,130.0,-150,130.0,66.6666666666667,2021-09-04,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,5,1,0,1,2.26,0.46,0.0,0.5,0.41,4,3,29,1,0,1,3,2,0,0,6,Southpaw,182.88,187.96,185,0,4,0,3.45,0.47,0.5,3.15,0.34,5,6,44,0,0,0,7,7,2,0,16,Southpaw,185.42,195.58,185,37,28,1,-4,-1,-10,-3,-15,1,-5,-2,-2.54000000000002,-7.62,-9,-1.19,-0.5,-2.65,1,1,7,5,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,5,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,7,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,Red,SUB,Rear Naked Choke,3.0,2:13,733.0,450.0,350.0,2000.0,1600.0,300.0,130.0,36.1672559,-115.148516
Tom Aspinall,Serghei Spivac,-240.0,195,41.6666666666667,195.0,2021-09-04,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,3,0,3.71,0.49,0.2,2.72,0.57,3,2,14,0,1,0,1,1,1,0,4,Orthodox,190.5,198.12,260,0,3,0,7.19,0.65,1.4,2.73,1.0,3,0,4,0,0,0,0,2,1,0,3,Orthodox,195.58,198.12,256,28,26,0,0,0,1,2,10,0,-1,0,-5.08000000000001,0.0,-2,-3.48,-1.2,-0.0099999999999997,1,1,14,13,unRanked,unRanked,unRanked,unRanked,13,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,14,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,Red,KO/TKO,Elbow,1.0,2:30,150.0,400.0,550.0,500.0,800.0,120.0,550.0,36.1672559,-115.148516
Alex Morono,David Zawada,-125.0,105,80.0,105.0,2021-09-04,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,1,0,0,3.84,0.41,1.7,0.97,0.33,1,3,10,0,0,0,0,0,1,0,1,Orthodox,182.88,190.5,170,0,1,0,5.14,0.42,0.4,0.38,0.25,3,4,30,0,0,1,4,2,1,0,8,Orthodox,180.34,182.88,170,31,31,1,-1,-2,-7,-1,-20,0,-2,0,2.53999999999999,7.62,0,-1.3,1.3,0.59,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,180.0,250.0,600.0,650.0,500.0,500.0,36.1672559,-115.148516
Modestas Bukauskas,Khalil Rountree Jr.,-160.0,140,62.5,140.0,2021-09-04,"Las Vegas, Nevada, USA",USA,Blue,False,Light Heavyweight,MALE,3,2,0,0,3.24,0.38,0.2,0.0,0.0,3,5,18,0,0,0,1,3,0,0,4,Southpaw,185.42,193.04,205,2,0,0,3.59,0.37,0.0,0.0,0.0,1,2,5,0,0,0,0,1,0,0,1,Switch,190.5,198.12,205,27,31,0,0,2,3,3,13,0,2,0,-5.07999999999998,-5.08000000000001,4,-0.35,0.2,0.0,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Kick,2.0,2:30,450.0,275.0,650.0,1100.0,2800.0,165.0,225.0,36.1672559,-115.148516
Paddy Pimblett,Luigi Vendramini,-145.0,125,68.9655172413793,125.0,2021-09-04,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,1,0,0,2.82,0.4,0.6,1.11,0.15,1,2,6,0,0,0,0,1,0,0,1,Orthodox,172.72,185.42,155,0,0,0,10.64,0.58,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,26,25,1,0,1,1,2,6,0,1,0,-5.08000000000001,0.0,-1,-7.82,0.6,1.11,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Punches,1.0,4:25,265.0,300.0,380.0,275.0,800.0,350.0,400.0,36.1672559,-115.148516
Molly McCann,Ji Yeon Kim,-120.0,100,83.3333333333333,100.0,2021-09-04,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,FEMALE,3,1,0,0,5.04,0.34,0.0,0.0,0.0,2,3,17,0,0,2,0,1,0,0,3,Orthodox,170.18,182.88,125,2,0,0,5.67,0.49,0.6,1.7,0.32,3,3,17,0,0,0,3,0,0,0,3,Orthodox,162.56,157.48,125,31,31,-1,0,-1,0,0,0,0,1,0,7.62,25.4,0,-0.63,-0.6,-1.7,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,130.0,140.0,1100.0,1100.0,1000.0,1100.0,36.1672559,-115.148516
Jack Shore,Liudvik Sholinian,-630.0,450,15.8730158730159,450.0,2021-09-04,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,0,0,1.27,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,135,0,3,0,4.03,0.58,0.9,4.47,0.41,3,0,8,0,0,1,0,0,2,0,3,Orthodox,172.72,180.34,135,26,31,0,-3,-3,-3,0,-8,0,0,-2,5.08000000000001,0.0,5,-2.76,-0.9,-4.47,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,150.0,800.0,175.0,2200.0,350.0,1400.0,36.1672559,-115.148516
Julian Erosa,Charles Jourdain,170.0,-200,170.0,50.0,2021-09-04,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,MALE,3,0,1,1,5.07,0.46,0.6,0.0,0.0,1,2,14,0,0,0,0,2,0,0,2,Switch,175.26,175.26,145,1,0,0,5.55,0.47,0.9,1.45,0.5,2,5,19,0,0,1,0,2,1,0,4,Southpaw,185.42,187.96,145,32,25,-1,1,-1,-2,-3,-5,0,0,-1,-10.16,-12.7,-7,-0.479999999999999,-0.3,-1.45,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,SUB,D'Arce Choke,3.0,2:56,776.0,450.0,500.0,600.0,1200.0,550.0,-110.0,36.1672559,-115.148516
Dalcha Lungiambula,Marc-Andre Barriault,140.0,-160,140.0,62.5,2021-09-04,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,1,0,5.8,0.46,0.0,0.35,0.25,1,3,14,0,0,0,0,1,0,0,1,Orthodox,185.42,187.96,185,0,1,0,2.97,0.43,0.0,2.05,0.46,1,1,9,0,0,0,1,1,0,0,2,Orthodox,172.72,193.04,185,34,31,0,0,0,-1,2,5,0,0,0,12.7,-5.07999999999998,-3,2.83,0.0,-1.7,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,350.0,250.0,2200.0,800.0,350.0,175.0,36.1672559,-115.148516
Edson Barboza,Giga Chikadze,-125.0,105,80.0,105.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,5,0,6,0,3.76,0.45,0.3,0.33,0.33,6,1,17,0,0,2,2,2,0,0,6,Orthodox,182.88,187.96,145,0,2,0,4.11,0.44,0.1,0.4,0.44,4,9,64,0,1,1,6,8,0,0,16,Orthodox,180.34,190.5,145,35,33,0,4,2,-10,-8,-47,0,-6,0,2.53999999999999,-2.53999999999999,-2,-0.35,0.2,-0.07,1,1,10,9,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,9,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,10,unRanked,unRanked,unRanked,Red,KO/TKO,Punch,3.0,1:44,704.0,250.0,400.0,1400.0,2500.0,250.0,200.0,36.1672559,-115.148516
Bryan Battle,Gilbert Urbina,-200.0,170,50.0,170.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,0,0,0,6.21,0.59,0.0,4.14,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,185,0,0,0,6.34,0.52,2.1,2.07,1.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,185,26,25,0,0,0,0,0,0,0,0,0,5.07999999999998,-5.08000000000001,-1,-0.13,-2.1,2.07,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,SUB,Rear Naked Choke,2.0,2:15,435.0,175.0,350.0,400.0,700.0,350.0,800.0,36.1672559,-115.148516
Ricky Turcios,Brady Hiestand,-145.0,125,68.9655172413793,125.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,0,0,4.4,0.49,0.0,6.0,0.54,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,135,1,0,0,7.0,0.45,0.0,1.0,0.22,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,135,28,22,-1,0,0,0,-1,-3,0,0,0,-2.53999999999999,0.0,-6,-2.6,0.0,5.0,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,S-DEC,,3.0,5:00,900.0,165.0,240.0,700.0,800.0,350.0,800.0,36.1672559,-115.148516
Kevin Lee,Daniel Rodriguez,-145.0,125,68.9655172413793,125.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,2,0,8.06,0.5,0.2,0.84,0.55,4,1,16,0,0,0,3,2,1,0,6,Southpaw,185.42,187.96,170,1,0,0,3.89,0.42,0.8,3.19,0.43,5,6,44,1,0,1,3,3,4,0,11,Orthodox,175.26,195.58,170,28,34,-1,2,-1,-5,-5,-28,-1,-1,-3,10.16,-7.62,6,4.17,-0.6,-2.35,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,11,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,U-DEC,,3.0,5:00,900.0,215.0,330.0,300.0,1600.0,700.0,330.0,36.1672559,-115.148516
Andre Petroski,Micheal Gillmore,-550.0,400,18.1818181818182,400.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,0,0,0,2.35,0.59,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,185,0,0,0,3.48,0.57,1.1,4.55,0.44,0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,185.42,185,30,34,0,0,0,0,0,0,0,0,0,-2.53999999999999,-2.54000000000002,4,-1.13,-1.1,-4.55,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Elbows,3.0,3:12,792.0,500.0,1100.0,100.0,1800.0,225.0,800.0,36.1672559,-115.148516
Makhmud Muradov,Gerald Meerschaert,-575.0,410,17.3913043478261,410.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,1,0,3.41,0.44,1.8,2.58,0.4,2,6,24,0,0,0,0,1,6,0,7,Southpaw,185.42,195.58,185,0,3,0,5.39,0.42,0.3,0.31,0.16,3,0,9,0,0,0,1,2,0,0,3,Orthodox,187.96,190.5,185,31,33,0,-2,-1,4,6,15,0,-1,6,-2.53999999999999,5.08000000000001,2,-1.98,1.5,2.27,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,SUB,Rear Naked Choke,2.0,1:49,409.0,225.0,1200.0,1100.0,1000.0,-150.0,2000.0,36.1672559,-115.148516
Alessio Di Chirico,Abdul Razak Alhassan,-265.0,215,37.7358490566038,215.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,3,0,0,3.71,0.48,0.0,0.53,0.28,3,4,14,0,0,0,0,4,0,0,4,Orthodox,177.8,185.42,185,0,1,0,3.3,0.41,0.0,1.62,0.45,2,5,22,0,0,2,0,2,0,0,4,Orthodox,182.88,187.96,185,31,36,3,-1,1,0,-1,-8,0,2,0,-5.07999999999998,-2.53999999999999,5,0.41,0.0,-1.09,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,KO/TKO,Kick,1.0,0:17,17.0,175.0,700.0,650.0,3500.0,175.0,350.0,36.1672559,-115.148516
Sam Alvey,Wellington Turman,-105.0,-115,95.2380952380952,86.9565217391304,2021-08-28,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,2,0,0,3.04,0.47,0.6,2.22,0.22,1,3,8,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,185,5,0,1,3.29,0.44,0.1,0.07,0.16,4,10,46,0,0,2,2,5,1,0,10,Southpaw,187.96,190.5,185,35,25,-3,0,-3,-9,-7,-38,0,-5,-1,-5.08000000000001,-7.62,-10,-0.25,0.5,2.15,1,1,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,unRanked,neither,S-DEC,,3.0,5:00,900.0,350.0,250.0,2000.0,450.0,240.0,400.0,36.1672559,-115.148516
